200	201	7	19	no	2016-02-28 02:24:55.693455+00
199	200	7	18	no	2016-02-28 02:24:55.693455+00
205	206	7	24	no	2016-02-28 02:24:55.693455+00
207	208	7	26	no	2016-02-28 02:24:55.693455+00
211	212	7	30	no	2016-02-28 02:24:55.693455+00
214	215	8	2	no	2016-02-28 02:24:55.693455+00
220	221	8	8	no	2016-02-28 02:24:55.693455+00
63	64	3	4	no	2016-02-28 02:24:55.693455+00
160	161	6	9	no	2016-02-28 02:24:55.693455+00
157	158	6	6	no	2016-02-28 02:24:55.693455+00
150	151	5	30	no	2016-02-28 02:24:55.693455+00
149	150	5	29	no	2016-02-28 02:24:55.693455+00
148	149	5	28	no	2016-02-28 02:24:55.693455+00
107	108	4	17	no	2016-02-28 02:24:55.693455+00
64	65	3	5	no	2016-02-28 02:24:55.693455+00
66	67	3	7	no	2016-02-28 02:24:55.693455+00
51	51	2	20	no	2016-02-28 02:24:55.693455+00
18	18	1	18	no	2016-02-28 02:24:55.693455+00
147	148	5	27	no	2016-02-28 02:24:55.693455+00
336	337	12	2	no	2016-02-28 02:24:55.693455+00
143	144	5	23	no	2016-02-28 02:24:55.693455+00
337	338	12	3	no	2016-02-28 02:24:55.693455+00
341	342	12	7	no	2016-02-28 02:24:55.693455+00
61	62	3	2	no	2016-02-28 02:24:55.693455+00
59	59	2	28	no	2016-02-28 02:24:55.693455+00
212	213	7	31	no	2016-02-28 02:24:55.693455+00
165	166	6	14	no	2016-02-28 02:24:55.693455+00
356	357	12	22	no	2016-02-28 02:24:55.693455+00
352	353	12	18	no	2016-02-28 02:24:55.693455+00
163	164	6	12	no	2016-02-28 02:24:55.693455+00
360	361	12	26	no	2016-02-28 02:24:55.693455+00
355	356	12	21	no	2016-02-28 02:24:55.693455+00
161	162	6	10	no	2016-02-28 02:24:55.693455+00
364	365	12	30	no	2016-02-28 02:24:55.693455+00
12	12	1	12	no	2016-02-28 02:24:55.693455+00
120	121	4	30	no	2016-02-28 02:24:55.693455+00
357	358	12	23	no	2016-02-28 02:24:55.693455+00
353	354	12	19	no	2016-02-28 02:24:55.693455+00
243	244	8	31	no	2016-02-28 02:24:55.693455+00
246	247	9	3	no	2016-02-28 02:24:55.693455+00
253	254	9	10	no	2016-02-28 02:24:55.693455+00
264	265	9	21	no	2016-02-28 02:24:55.693455+00
361	362	12	27	no	2016-02-28 02:24:55.693455+00
202	203	7	21	no	2016-02-28 02:24:55.693455+00
299	300	10	26	no	2016-02-28 02:24:55.693455+00
152	153	6	1	no	2016-02-28 02:24:55.693455+00
172	173	6	21	no	2016-02-28 02:24:55.693455+00
358	359	12	24	no	2016-02-28 02:24:55.693455+00
306	307	11	2	no	2016-02-28 02:24:55.693455+00
218	219	8	6	no	2016-02-28 02:24:55.693455+00
304	305	10	31	no	2016-02-28 02:24:55.693455+00
359	360	12	25	no	2016-02-28 02:24:55.693455+00
177	178	6	26	no	2016-02-28 02:24:55.693455+00
25	25	1	25	no	2016-02-28 02:24:55.693455+00
362	363	12	28	no	2016-02-28 02:24:55.693455+00
287	288	10	14	no	2016-02-28 02:24:55.693455+00
305	306	11	1	no	2016-02-28 02:24:55.693455+00
196	197	7	15	no	2016-02-28 02:24:55.693455+00
260	261	9	17	no	2016-02-28 02:24:55.693455+00
27	27	1	27	no	2016-02-28 02:24:55.693455+00
259	260	9	16	no	2016-02-28 02:24:55.693455+00
60	61	3	1	no	2016-02-28 02:24:55.693455+00
117	118	4	27	no	2016-02-28 02:24:55.693455+00
124	125	5	4	no	2016-02-28 02:24:55.693455+00
131	132	5	11	no	2016-02-28 02:24:55.693455+00
113	114	4	23	no	2016-02-28 02:24:55.693455+00
127	128	5	7	no	2016-02-28 02:24:55.693455+00
210	211	7	29	no	2016-02-28 02:24:55.693455+00
116	117	4	26	no	2016-02-28 02:24:55.693455+00
112	113	4	22	no	2016-02-28 02:24:55.693455+00
123	124	5	3	no	2016-02-28 02:24:55.693455+00
119	120	4	29	no	2016-02-28 02:24:55.693455+00
130	131	5	10	no	2016-02-28 02:24:55.693455+00
126	127	5	6	no	2016-02-28 02:24:55.693455+00
350	351	12	16	no	2016-02-28 02:24:55.693455+00
208	209	7	27	no	2016-02-28 02:24:55.693455+00
111	112	4	21	no	2016-02-28 02:24:55.693455+00
115	116	4	25	no	2016-02-28 02:24:55.693455+00
122	123	5	2	no	2016-02-28 02:24:55.693455+00
134	135	5	14	no	2016-02-28 02:24:55.693455+00
118	119	4	28	no	2016-02-28 02:24:55.693455+00
114	115	4	24	no	2016-02-28 02:24:55.693455+00
125	126	5	5	no	2016-02-28 02:24:55.693455+00
129	130	5	9	no	2016-02-28 02:24:55.693455+00
206	207	7	25	no	2016-02-28 02:24:55.693455+00
144	145	5	24	no	2016-02-28 02:24:55.693455+00
215	216	8	3	no	2016-02-28 02:24:55.693455+00
132	133	5	12	no	2016-02-28 02:24:55.693455+00
128	129	5	8	no	2016-02-28 02:24:55.693455+00
213	214	8	1	no	2016-02-28 02:24:55.693455+00
\N	60	2	29	no	2016-02-28 02:24:55.693455+00
80	81	3	21	no	2016-02-28 02:24:55.693455+00
121	122	5	1	no	2016-02-28 02:24:55.693455+00
257	258	9	14	no	2016-02-28 02:24:55.693455+00
151	152	5	31	no	2016-02-28 02:24:55.693455+00
209	210	7	28	no	2016-02-28 02:24:55.693455+00
91	92	4	1	no	2016-02-28 02:24:55.693455+00
83	84	3	24	no	2016-02-28 02:24:55.693455+00
77	78	3	18	no	2016-02-28 02:24:55.693455+00
53	53	2	22	no	2016-02-28 02:24:55.693455+00
33	33	2	2	no	2016-02-28 02:24:55.693455+00
36	36	2	5	no	2016-02-28 02:24:55.693455+00
38	38	2	7	no	2016-02-28 02:24:55.693455+00
40	40	2	9	no	2016-02-28 02:24:55.693455+00
42	42	2	11	no	2016-02-28 02:24:55.693455+00
44	44	2	13	no	2016-02-28 02:24:55.693455+00
97	98	4	7	no	2016-02-28 02:24:55.693455+00
35	35	2	4	no	2016-02-28 02:24:55.693455+00
345	346	12	11	no	2016-02-28 02:24:55.693455+00
302	303	10	29	no	2016-02-28 02:24:55.693455+00
31	31	1	31	no	2016-02-28 02:24:55.693455+00
92	93	4	2	no	2016-02-28 02:24:55.693455+00
301	302	10	28	no	2016-02-28 02:24:55.693455+00
76	77	3	17	no	2016-02-28 02:24:55.693455+00
232	233	8	20	no	2016-02-28 02:24:55.693455+00
238	239	8	26	no	2016-02-28 02:24:55.693455+00
239	240	8	27	no	2016-02-28 02:24:55.693455+00
241	242	8	29	no	2016-02-28 02:24:55.693455+00
242	243	8	30	no	2016-02-28 02:24:55.693455+00
244	245	9	1	no	2016-02-28 02:24:55.693455+00
248	249	9	5	no	2016-02-28 02:24:55.693455+00
250	251	9	7	no	2016-02-28 02:24:55.693455+00
254	255	9	11	no	2016-02-28 02:24:55.693455+00
255	256	9	12	no	2016-02-28 02:24:55.693455+00
256	257	9	13	no	2016-02-28 02:24:55.693455+00
262	263	9	19	no	2016-02-28 02:24:55.693455+00
263	264	9	20	no	2016-02-28 02:24:55.693455+00
261	262	9	18	no	2016-02-28 02:24:55.693455+00
290	291	10	17	no	2016-02-28 02:24:55.693455+00
82	83	3	23	no	2016-02-28 02:24:55.693455+00
29	29	1	29	no	2016-02-28 02:24:55.693455+00
73	74	3	14	no	2016-02-28 02:24:55.693455+00
89	90	3	30	no	2016-02-28 02:24:55.693455+00
93	94	4	3	no	2016-02-28 02:24:55.693455+00
84	85	3	25	no	2016-02-28 02:24:55.693455+00
346	347	12	12	no	2016-02-28 02:24:55.693455+00
87	88	3	28	no	2016-02-28 02:24:55.693455+00
81	82	3	22	no	2016-02-28 02:24:55.693455+00
98	99	4	8	no	2016-02-28 02:24:55.693455+00
85	86	3	26	no	2016-02-28 02:24:55.693455+00
133	134	5	13	no	2016-02-28 02:24:55.693455+00
88	89	3	29	no	2016-02-28 02:24:55.693455+00
94	95	4	4	no	2016-02-28 02:24:55.693455+00
99	100	4	9	no	2016-02-28 02:24:55.693455+00
86	87	3	27	no	2016-02-28 02:24:55.693455+00
223	224	8	11	no	2016-02-28 02:24:55.693455+00
95	96	4	5	no	2016-02-28 02:24:55.693455+00
135	136	5	15	no	2016-02-28 02:24:55.693455+00
90	91	3	31	no	2016-02-28 02:24:55.693455+00
136	137	5	16	no	2016-02-28 02:24:55.693455+00
96	97	4	6	no	2016-02-28 02:24:55.693455+00
216	217	8	4	no	2016-02-28 02:24:55.693455+00
138	139	5	18	no	2016-02-28 02:24:55.693455+00
50	50	2	19	no	2016-02-28 02:24:55.693455+00
30	30	1	30	no	2016-02-28 02:24:55.693455+00
47	47	2	16	no	2016-02-28 02:24:55.693455+00
37	37	2	6	no	2016-02-28 02:24:55.693455+00
22	22	1	22	no	2016-02-28 02:24:55.693455+00
17	17	1	17	no	2016-02-28 02:24:55.693455+00
14	14	1	14	no	2016-02-28 02:24:55.693455+00
41	41	2	10	no	2016-02-28 02:24:55.693455+00
46	46	2	15	no	2016-02-28 02:24:55.693455+00
28	28	1	28	no	2016-02-28 02:24:55.693455+00
49	49	2	18	no	2016-02-28 02:24:55.693455+00
34	34	2	3	no	2016-02-28 02:24:55.693455+00
6	6	1	6	no	2016-02-28 02:24:55.693455+00
13	13	1	13	no	2016-02-28 02:24:55.693455+00
4	4	1	4	no	2016-02-28 02:24:55.693455+00
24	24	1	24	no	2016-02-28 02:24:55.693455+00
16	16	1	16	no	2016-02-28 02:24:55.693455+00
21	21	1	21	no	2016-02-28 02:24:55.693455+00
45	45	2	14	no	2016-02-28 02:24:55.693455+00
52	52	2	21	no	2016-02-28 02:24:55.693455+00
48	48	2	17	no	2016-02-28 02:24:55.693455+00
26	26	1	26	no	2016-02-28 02:24:55.693455+00
2	2	1	2	no	2016-02-28 02:24:55.693455+00
9	9	1	9	no	2016-02-28 02:24:55.693455+00
32	32	2	1	no	2016-02-28 02:24:55.693455+00
39	39	2	8	no	2016-02-28 02:24:55.693455+00
15	15	1	15	no	2016-02-28 02:24:55.693455+00
1	1	1	1	no	2016-02-28 02:24:55.693455+00
20	20	1	20	no	2016-02-28 02:24:55.693455+00
7	7	1	7	no	2016-02-28 02:24:55.693455+00
23	23	1	23	no	2016-02-28 02:24:55.693455+00
43	43	2	12	no	2016-02-28 02:24:55.693455+00
11	11	1	11	no	2016-02-28 02:24:55.693455+00
258	259	9	15	no	2016-02-28 02:24:55.693455+00
155	156	6	4	no	2016-02-28 02:24:55.693455+00
168	169	6	17	no	2016-02-28 02:24:55.693455+00
75	76	3	16	no	2016-02-28 02:24:55.693455+00
159	160	6	8	no	2016-02-28 02:24:55.693455+00
65	66	3	6	no	2016-02-28 02:24:55.693455+00
363	364	12	29	no	2016-02-28 02:24:55.693455+00
3	3	1	3	no	2016-02-28 02:24:55.693455+00
307	308	11	3	no	2016-02-28 02:24:55.693455+00
78	79	3	19	no	2016-02-28 02:24:55.693455+00
164	165	6	13	no	2016-02-28 02:24:55.693455+00
68	69	3	9	no	2016-02-28 02:24:55.693455+00
79	80	3	20	no	2016-02-28 02:24:55.693455+00
5	5	1	5	no	2016-02-28 02:24:55.693455+00
71	72	3	12	no	2016-02-28 02:24:55.693455+00
104	105	4	14	no	2016-02-28 02:24:55.693455+00
8	8	1	8	no	2016-02-28 02:24:55.693455+00
70	71	3	11	no	2016-02-28 02:24:55.693455+00
74	75	3	15	no	2016-02-28 02:24:55.693455+00
354	355	12	20	no	2016-02-28 02:24:55.693455+00
288	289	10	15	no	2016-02-28 02:24:55.693455+00
344	345	12	10	no	2016-02-28 02:24:55.693455+00
236	237	8	24	no	2016-02-28 02:24:55.693455+00
247	248	9	4	no	2016-02-28 02:24:55.693455+00
249	250	9	6	no	2016-02-28 02:24:55.693455+00
251	252	9	8	no	2016-02-28 02:24:55.693455+00
252	253	9	9	no	2016-02-28 02:24:55.693455+00
265	266	9	22	no	2016-02-28 02:24:55.693455+00
171	172	6	20	no	2016-02-28 02:24:55.693455+00
173	174	6	22	no	2016-02-28 02:24:55.693455+00
289	290	10	16	no	2016-02-28 02:24:55.693455+00
365	366	12	31	no	2016-02-28 02:24:55.693455+00
291	292	10	18	no	2016-02-28 02:24:55.693455+00
217	218	8	5	no	2016-02-28 02:24:55.693455+00
293	294	10	20	no	2016-02-28 02:24:55.693455+00
343	344	12	9	no	2016-02-28 02:24:55.693455+00
294	295	10	21	no	2016-02-28 02:24:55.693455+00
170	171	6	19	no	2016-02-28 02:24:55.693455+00
296	297	10	23	no	2016-02-28 02:24:55.693455+00
298	299	10	25	no	2016-02-28 02:24:55.693455+00
300	301	10	27	no	2016-02-28 02:24:55.693455+00
58	58	2	27	no	2016-02-28 02:24:55.693455+00
219	220	8	7	no	2016-02-28 02:24:55.693455+00
169	170	6	18	no	2016-02-28 02:24:55.693455+00
57	57	2	26	no	2016-02-28 02:24:55.693455+00
221	222	8	9	no	2016-02-28 02:24:55.693455+00
329	330	11	25	no	2016-02-28 02:24:55.693455+00
342	343	12	8	no	2016-02-28 02:24:55.693455+00
56	56	2	25	no	2016-02-28 02:24:55.693455+00
340	341	12	6	no	2016-02-28 02:24:55.693455+00
338	339	12	4	no	2016-02-28 02:24:55.693455+00
222	223	8	10	no	2016-02-28 02:24:55.693455+00
349	350	12	15	no	2016-02-28 02:24:55.693455+00
339	340	12	5	no	2016-02-28 02:24:55.693455+00
55	55	2	24	no	2016-02-28 02:24:55.693455+00
351	352	12	17	no	2016-02-28 02:24:55.693455+00
348	349	12	14	no	2016-02-28 02:24:55.693455+00
167	168	6	16	no	2016-02-28 02:24:55.693455+00
180	181	6	29	no	2016-02-28 02:24:55.693455+00
347	348	12	13	no	2016-02-28 02:24:55.693455+00
10	10	1	10	no	2016-02-28 02:24:55.693455+00
54	54	2	23	no	2016-02-28 02:24:55.693455+00
187	188	7	6	no	2016-02-28 02:24:55.693455+00
224	225	8	12	no	2016-02-28 02:24:55.693455+00
179	180	6	28	no	2016-02-28 02:24:55.693455+00
191	192	7	10	no	2016-02-28 02:24:55.693455+00
198	199	7	17	no	2016-02-28 02:24:55.693455+00
174	175	6	23	no	2016-02-28 02:24:55.693455+00
201	202	7	20	no	2016-02-28 02:24:55.693455+00
225	226	8	13	no	2016-02-28 02:24:55.693455+00
203	204	7	22	no	2016-02-28 02:24:55.693455+00
204	205	7	23	no	2016-02-28 02:24:55.693455+00
226	227	8	14	no	2016-02-28 02:24:55.693455+00
297	298	10	24	no	2016-02-28 02:24:55.693455+00
317	318	11	13	no	2016-02-28 02:24:55.693455+00
303	304	10	30	no	2016-02-28 02:24:55.693455+00
331	332	11	27	no	2016-02-28 02:24:55.693455+00
318	319	11	14	no	2016-02-28 02:24:55.693455+00
308	309	11	4	no	2016-02-28 02:24:55.693455+00
319	320	11	15	no	2016-02-28 02:24:55.693455+00
332	333	11	28	no	2016-02-28 02:24:55.693455+00
309	310	11	5	no	2016-02-28 02:24:55.693455+00
320	321	11	16	no	2016-02-28 02:24:55.693455+00
310	311	11	6	no	2016-02-28 02:24:55.693455+00
333	334	11	29	no	2016-02-28 02:24:55.693455+00
321	322	11	17	no	2016-02-28 02:24:55.693455+00
334	335	11	30	no	2016-02-28 02:24:55.693455+00
311	312	11	7	no	2016-02-28 02:24:55.693455+00
322	323	11	18	no	2016-02-28 02:24:55.693455+00
312	313	11	8	no	2016-02-28 02:24:55.693455+00
335	336	12	1	no	2016-02-28 02:24:55.693455+00
313	314	11	9	no	2016-02-28 02:24:55.693455+00
292	293	10	19	no	2016-02-28 02:24:55.693455+00
323	324	11	19	no	2016-02-28 02:24:55.693455+00
324	325	11	20	no	2016-02-28 02:24:55.693455+00
325	326	11	21	no	2016-02-28 02:24:55.693455+00
326	327	11	22	no	2016-02-28 02:24:55.693455+00
314	315	11	10	no	2016-02-28 02:24:55.693455+00
327	328	11	23	no	2016-02-28 02:24:55.693455+00
328	329	11	24	no	2016-02-28 02:24:55.693455+00
315	316	11	11	no	2016-02-28 02:24:55.693455+00
330	331	11	26	no	2016-02-28 02:24:55.693455+00
316	317	11	12	no	2016-02-28 02:24:55.693455+00
295	296	10	22	no	2016-02-28 02:24:55.693455+00
237	238	8	25	no	2016-02-28 02:24:55.693455+00
240	241	8	28	no	2016-02-28 02:24:55.693455+00
266	267	9	23	no	2016-02-28 02:24:55.693455+00
267	268	9	24	no	2016-02-28 02:24:55.693455+00
268	269	9	25	no	2016-02-28 02:24:55.693455+00
269	270	9	26	no	2016-02-28 02:24:55.693455+00
270	271	9	27	no	2016-02-28 02:24:55.693455+00
273	274	9	30	no	2016-02-28 02:24:55.693455+00
271	272	9	28	no	2016-02-28 02:24:55.693455+00
272	273	9	29	no	2016-02-28 02:24:55.693455+00
277	278	10	4	no	2016-02-28 02:24:55.693455+00
278	279	10	5	no	2016-02-28 02:24:55.693455+00
279	280	10	6	no	2016-02-28 02:24:55.693455+00
280	281	10	7	no	2016-02-28 02:24:55.693455+00
281	282	10	8	no	2016-02-28 02:24:55.693455+00
282	283	10	9	no	2016-02-28 02:24:55.693455+00
283	284	10	10	no	2016-02-28 02:24:55.693455+00
284	285	10	11	no	2016-02-28 02:24:55.693455+00
285	286	10	12	no	2016-02-28 02:24:55.693455+00
286	287	10	13	no	2016-02-28 02:24:55.693455+00
227	228	8	15	no	2016-02-28 02:24:55.693455+00
228	229	8	16	no	2016-02-28 02:24:55.693455+00
229	230	8	17	no	2016-02-28 02:24:55.693455+00
230	231	8	18	no	2016-02-28 02:24:55.693455+00
231	232	8	19	no	2016-02-28 02:24:55.693455+00
233	234	8	21	no	2016-02-28 02:24:55.693455+00
234	235	8	22	no	2016-02-28 02:24:55.693455+00
235	236	8	23	no	2016-02-28 02:24:55.693455+00
245	246	9	2	no	2016-02-28 02:24:55.693455+00
276	277	10	3	no	2016-02-28 02:24:55.693455+00
274	275	10	1	no	2016-02-28 02:24:55.693455+00
275	276	10	2	no	2016-02-28 02:24:55.693455+00
